Tue Oct 16 17:21:06 +0000 2018,RT @BJPLive: Ayushman Bharat can be a model to develop low cost healthcare systems in other parts of the world: GE Healthcare https://t.co/…
Tue Oct 16 17:20:04 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 17:17:13 +0000 2018,"गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्… https://t.co/7GJCknPkSg"
Tue Oct 16 17:14:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 17:13:28 +0000 2018,#BigPharma aligning with #AayushmanBharat! Cos that see this as tailwind and make quick and smart choices will reap… https://t.co/zfxcYW7T10
Tue Oct 16 17:12:45 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 17:11:03 +0000 2018,#ayushmanbharat to create 10 lakh jobs: Ayushman Bharat CEO - The Economic Times https://t.co/UeLCE5cg39 via @EconomicTimes
Tue Oct 16 17:01:47 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:59:57 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:59:19 +0000 2018,Aadhar is the worst kind of crime and murder ever committed on an Indian Citizen! From Ayushman Bharat insurance to… https://t.co/dUm7hzFb9C
Tue Oct 16 16:56:13 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:55:08 +0000 2018,"RT @parag_alavani: Indian healthcare is poised for a great leap forward with Ayushman Bharat – which will insure over 50 crore citizens
htt…"
Tue Oct 16 16:52:47 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:52:46 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:51:50 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:50:02 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:48:48 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:47:46 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:47:29 +0000 2018,"Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/ZrRW44rzaJ"
Tue Oct 16 16:41:49 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:39:26 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:38:55 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:38:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:37:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:37:04 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:36:54 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:36:42 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:34:58 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 16:34:53 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:32:37 +0000 2018,"""'आयुष्मान भारत' ने दी नई जिंदगी, वाहिद अहमद हुए योगी-मोदी के शुक्रगुजार"" Eenadu India Hindi - https://t.co/1qe0UNGh8E"
Tue Oct 16 16:27:35 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:27:08 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:24:09 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:23:37 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:22:41 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “second…"
Tue Oct 16 16:20:45 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:19:09 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:18:44 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:18:41 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:17:42 +0000 2018,"@rangeshooter @LegalKant @narendramodi Wee bit better? Have you checked the iMpact of Ujjwala, Ujala, Mudra, PMJDY,… https://t.co/Qf8sJn6DeF"
Tue Oct 16 16:17:41 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:16:36 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:16:18 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:15:21 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:15:04 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:14:52 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:14:35 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:14:05 +0000 2018,Ayushman Bharat Yojana : All You Need To Know - Features. Eligibility And All https://t.co/63PsbO7C3g https://t.co/z2KO31FWhG
Tue Oct 16 16:13:12 +0000 2018,"RT @amritabhinder: Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:11:58 +0000 2018,"Modicare to create 10 lakh jobs: Ayushman Bharat CEO 

https://t.co/EL2JiIwssN"
Tue Oct 16 16:10:54 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “second…"
Tue Oct 16 16:09:48 +0000 2018,"RT @iKamranShahid: WHO ARE EXCLUDED FROM AYUSHMAN BHARAT?

As per the SECC 2011, the following beneficiaries are automatically excluded:-…"
Tue Oct 16 16:08:59 +0000 2018,"RT @jaideepb: Before being a Hindu or the topmost leader from a Hindu party, he is a PM. So what should be his priority? Taking Ayushman Bh…"
Tue Oct 16 16:07:18 +0000 2018,Modicare to create 10 lakh jobs:  Ayushman Bharat CEO https://t.co/vJ9k881unH
Tue Oct 16 16:05:13 +0000 2018,Big pharma companies plan cheaper alternatives for Ayushman Bharat https://t.co/uQ0k4PJonA
Tue Oct 16 16:02:42 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “second…"
Tue Oct 16 16:02:07 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “second…"
Tue Oct 16 16:02:07 +0000 2018,Ayushman Bharat 🏖️ https://t.co/RW1DcmxDDj
Tue Oct 16 16:01:32 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “second…"
Tue Oct 16 16:00:37 +0000 2018,Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/0bvu9dIbkl
Tue Oct 16 16:00:18 +0000 2018,"RT @EconomicTimes: Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “second…"
Tue Oct 16 16:00:02 +0000 2018,"Multinational #pharma cos like #Pfizer, #GlaxoSmithKlinePharma and #Abbott have proposed to launch a low priced “se… https://t.co/I6SODdiMkZ"
Tue Oct 16 15:59:27 +0000 2018,"RT @JasBJP: Modicare to create 10 lakh jobs:  Ayushman Bharat CEO
https://t.co/0M7NrWH9pN
#ModiCare #AyushmanBharat #NarendraModi
@narendra…"
Tue Oct 16 15:58:53 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 15:55:33 +0000 2018,"RT @timesofindia: Big pharma proposes launch of low priced ‘second brands’ for Ayushman Bharat health insurance scheme 

Read: https://t.co…"
Tue Oct 16 15:54:12 +0000 2018,"Modicare to create 10 lakh jobs:  Ayushman Bharat CEO
https://t.co/0M7NrWH9pN
#ModiCare #AyushmanBharat… https://t.co/WuyGd8syLI"
Tue Oct 16 15:50:50 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/rnvSe41Iw7
via NaMo App"
Tue Oct 16 15:47:08 +0000 2018,"खूप सुंदर योजना 
#AyushmanBharat 
Ayushman Bharat
https://t.co/toSn27xHdG
via NaMo App"
Tue Oct 16 15:43:40 +0000 2018,"#cmojharkhand #jpnadda #PMOIndia He is Komal Das frm  Dhanbad Jharkhand met with an accident Nd admiited in RIMS, r… https://t.co/1xsghN76lx"
Tue Oct 16 15:42:42 +0000 2018,@trehan_barkha 😂😂😂😂😂 ye #MeToo to Ayushman bharat se jyada benefitted policy hai.
Tue Oct 16 15:39:59 +0000 2018,Modicare to create 10 lakh jobs: Ayushman Bharat CEO https://t.co/cM1PLh8f0z https://t.co/5pNPphF4Nh
Tue Oct 16 15:34:27 +0000 2018,RT @sameerpruthi: अच्छी बात है CM साहब पर जीन NHM कर्मचारियों पर  Ayushman Bharat योजना को सफल बनने की जिम्मेदारी है उन NHM कर्मचारियों को…
Tue Oct 16 15:33:46 +0000 2018,RT @ravi_td: Indonesia's JKN ( National Insurance Scheme) does indeed work and can have good learnings for India as it launches Ayushman bh…
Tue Oct 16 15:28:37 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 15:26:51 +0000 2018,"Before being a Hindu or the topmost leader from a Hindu party, he is a PM. So what should be his priority? Taking A… https://t.co/lWzqFXxWWx"
Tue Oct 16 15:19:05 +0000 2018,RT @white_space_15: Big pharma companies plan cheaper alternatives for Ayushman Bharat https://t.co/PXcLn2wlCc via @economictimes
Tue Oct 16 15:18:58 +0000 2018,RT @white_space_15: Big pharma companies plan cheaper alternatives for Ayushman Bharat https://t.co/PXcLn2NWtK via @economictimes
Tue Oct 16 15:18:23 +0000 2018,Can Ayushman Bharat transform the healthcare industry? https://t.co/vkNZeEthtL via @vccircle
Tue Oct 16 15:18:18 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/uVc4tcxHAJ
via NaMo App"
Tue Oct 16 15:18:04 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/5XfOZB1qFD
via NaMo App"
Tue Oct 16 15:09:49 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/R9tAOcPsGA
via NaMo App"
Tue Oct 16 15:09:28 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/a8ZOwEJXsA
via NaMo App"
Tue Oct 16 15:03:54 +0000 2018,RT @sujakrao: Watch | Does India Have the Funds to Run the World’s Largest Healthcare Scheme? https://t.co/7Q9E7gnmGp via @thewire_in An ex…
Tue Oct 16 14:50:30 +0000 2018,"@MoHFW_INDIA Sir, what process is  to register name under the ""Ayushman Bharat Yojana""?"
Tue Oct 16 14:45:21 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 14:40:21 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 14:37:51 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 14:36:23 +0000 2018,RT @malini_aisola: Interesting proposals from USIBC with view to undermine generic medicines in @AyushmanNHA @ibhushan @drdineshias @ashokm…
Tue Oct 16 14:34:00 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/CaUHnLkUM6"
Tue Oct 16 14:28:57 +0000 2018,RT @dralokranjanbjp: 50 करोड़ से ज्यादा नागरिकों को बीमा सुरक्षा उपलब्ध कराने के लक्ष्य के साथ आयुष्मान भारत से देश की स्वास्थ्य सेवाएं एक…
Tue Oct 16 14:28:38 +0000 2018,RT @malini_aisola: Interesting proposals from USIBC with view to undermine generic medicines in @AyushmanNHA @ibhushan @drdineshias @ashokm…
Tue Oct 16 14:25:23 +0000 2018,RT @sujakrao: Watch | Does India Have the Funds to Run the World’s Largest Healthcare Scheme? https://t.co/7Q9E7gnmGp via @thewire_in An ex…
Tue Oct 16 14:24:29 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 14:16:35 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 14:13:53 +0000 2018,"RT @Akshaysinghel: In West Bengal Mamata Didi Changed the name of PM @narendramodi Ayushman Bharat Scheme as Swasthya Sathi scheme 

This i…"
Tue Oct 16 14:10:00 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 14:07:15 +0000 2018,Big pharma companies propose launch of low priced ‘second brands’ for Ayushman Bharat health insurance scheme - Tim… https://t.co/HFi140UKrH
Tue Oct 16 14:01:33 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 14:01:26 +0000 2018,"So Yogi changes the name of Allahabad to #Prayagraj as bjp people has nothing to do with development, they are all… https://t.co/MmVN3qVOzO"
Tue Oct 16 13:58:09 +0000 2018,Big #pharma companies propose launch of low priced ‘second brands’ for #AyushmanBharat  #Health #insurance scheme… https://t.co/aEEfepJPfa
Tue Oct 16 13:57:15 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/foYGDOlhkP
via NaMo App"
Tue Oct 16 13:47:04 +0000 2018,"Sr do you think that nambardar is a very poor in his village ,,,then why ,,,Ayushman Bharat ,,,for them https://t.co/oAi1mDQsX6"
Tue Oct 16 13:44:46 +0000 2018,"RT @dm_ghaziabad: बढ़ा गाजियाबाद का मान।
आयुष्मान भारत (Ayushman Bharat scheme of Ministry of health )मे पूरे प्रदेश में आया अव्वल।
आयुष्मा…"
Tue Oct 16 13:35:21 +0000 2018,"RT @Wish_India: The services are available at WISH manage health and wellness center in Ashok Garden, Narela. The center was built under th…"
Tue Oct 16 13:26:24 +0000 2018,RT @MandarSawant184: CX @VishSathappan @snsachinnandu @VrajTripathi @siddarthpaim @GEEKUMSH @NischelBaxi @dhaval241086 @jemin_p @bhasaby @M…
Tue Oct 16 13:26:14 +0000 2018,"RT @Akshaysinghel: In West Bengal Mamata Didi Changed the name of PM @narendramodi Ayushman Bharat Scheme as Swasthya Sathi scheme 

This i…"
Tue Oct 16 13:25:27 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 13:25:08 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 13:24:06 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/Jf9YtonYWx
via NaMo App"
Tue Oct 16 13:12:19 +0000 2018,"RT @ARanganathan72: Hands down THE most authoritative analysis yet of Ayushman Bharat, the many hurdles and how to overcome them, by @oomme…"
Tue Oct 16 13:12:12 +0000 2018,"RT @iKamranShahid: WHO ARE EXCLUDED FROM AYUSHMAN BHARAT?

As per the SECC 2011, the following beneficiaries are automatically excluded:-…"
Tue Oct 16 13:09:49 +0000 2018,"RT @Akshaysinghel: In West Bengal Mamata Didi Changed the name of PM @narendramodi Ayushman Bharat Scheme as Swasthya Sathi scheme 

This i…"
Tue Oct 16 13:09:20 +0000 2018,RT @PrithivirajBJP: We met His Excellency the Governor of Odisha with our Memorandum alongwith 1 Crore signatures from 147 constituencies t…
Tue Oct 16 13:09:08 +0000 2018,"RT @iampankajgupta: @ManishTewari Sir then from where will the govt repay the 2 lac crore loan you had taken, from where will the govt fund…"
Tue Oct 16 13:08:52 +0000 2018,RT @gollakmahapatra: Today our delegation met the Honourable Governor Professor @Ganeshi Lal ji and submitted thesignatures collected durin…
Tue Oct 16 13:08:12 +0000 2018,RT @AyushmanNHA: Over 200 private hospitals have been empanelled under #AyushmanBharat #PMJAY in Jharkhand and the empanelment process is s…
Tue Oct 16 13:07:38 +0000 2018,RT @gollakmahapatra: Today our delegation met the Honourable Governor Professor @Ganeshi Lal ji and submitted thesignatures collected durin…
Tue Oct 16 13:07:27 +0000 2018,RT @PrithivirajBJP: We met His Excellency the Governor of Odisha with our Memorandum alongwith 1 Crore signatures from 147 constituencies t…
Tue Oct 16 13:03:14 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/kZqe3lBVk9
via NaMo App"
Tue Oct 16 13:03:08 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/9wVfzGCW9h
via NaMo App"
Tue Oct 16 13:03:03 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/mMwNrnuiCg
via NaMo App"
Tue Oct 16 13:02:57 +0000 2018,"#AyushmanBharat 
Ayushman Bharat
https://t.co/xEc8sEYQ3Z
via NaMo App"
Tue Oct 16 12:59:57 +0000 2018,@MoHFW_INDIA @JPNadda @AnupriyaSPatel @AshwiniKChoubey Can NGO's also actively take part in propagating the message… https://t.co/DEfBgtDFGu
Tue Oct 16 12:59:49 +0000 2018,@AyushmanNHA @ibhushan Can we as an NGO also engage with you in propagating the message and outreach of Pradhan Man… https://t.co/CFbQGlM1SZ
Tue Oct 16 12:57:56 +0000 2018,RT @sujakrao: Watch | Does India Have the Funds to Run the World’s Largest Healthcare Scheme? https://t.co/7Q9E7gnmGp via @thewire_in An ex…
