created_at,text
Sat Sep 01 23:28:20 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:27:25 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:24:16 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:23:13 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:20:40 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:19:07 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 23:16:15 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:14:54 +0000 2018,RT @EconomicTimes: #ModiCare's 1st claim was raised under #AyushmanBharat today when a baby girl was born through caesarean section at #Kal…
Sat Sep 01 23:14:34 +0000 2018,RT @NHMGujarat: Mission Director @NHMGujarat has organised YOGA day for the encouragement and learning of fit and  healthy lifestyle as par…
Sat Sep 01 23:07:59 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:05:52 +0000 2018,"Two days after launch, Ayushman Bharat has its first baby: Karishma https://t.co/adof4SA21e https://t.co/MHIbvqK7IK"
Sat Sep 01 23:05:24 +0000 2018,"Two days after launch, Ayushman Bharat has its first baby: Karishma https://t.co/IFOr6wszS7 https://t.co/bbu3EjzJVc"
Sat Sep 01 23:04:07 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 23:03:36 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 23:02:29 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:58:18 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 22:49:36 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 22:46:09 +0000 2018,RT @MrsGandhi: Mega health plan crippled as AAP insists PM's flagship scheme - Ayushman Bharat-Pradhan Mantri Jan Arogya Yojna (ABPMJAY) -…
Sat Sep 01 22:45:41 +0000 2018,"@SandipGhose Payment Banks, Mudhra Loans, JAM and Direct Transfer, Ayushman Bharat, Power for all, Housing for all… https://t.co/ZRZdgSe6iE"
Sat Sep 01 22:30:13 +0000 2018,Modi's Ayushman Bharat is born through caesarean section https://t.co/quT0WNxZSJ via @economictimes
Sat Sep 01 22:29:53 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:28:06 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:22:57 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 22:21:18 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:16:05 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:15:46 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 22:11:59 +0000 2018,"RT @BharatHaryana: Baby Karishma of Karnal, Haryana arrives as the first claim beneficiary of Ayushman Bharat Scheme. Congrats to the proud…"
Sat Sep 01 22:11:09 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 22:10:48 +0000 2018,RT @MrsGandhi: Mega health plan crippled as AAP insists PM's flagship scheme - Ayushman Bharat-Pradhan Mantri Jan Arogya Yojna (ABPMJAY) -…
Sat Sep 01 22:09:02 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:08:32 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:06:00 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 22:04:33 +0000 2018,"RT @narendramodi: During the 28th PRAGATI Session today, reviewed aspects relating to the tax system. Also reviewed key infrastructure proj…"
Sat Sep 01 21:54:35 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:52:52 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:48:17 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:45:03 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:43:20 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:39:19 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:25:42 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:22:05 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:21:22 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:20:58 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:16:50 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:15:40 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:13:35 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:11:29 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:06:43 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 21:02:23 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 21:00:51 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:57:43 +0000 2018,RT @ibhushan: https://t.co/uolwFN6ZpY Ayushman Bharat baby!
Sat Sep 01 20:57:17 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:53:05 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:52:08 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:48:33 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:47:59 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:47:27 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:46:35 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:41:51 +0000 2018,"RT @narendramodi: During the 28th PRAGATI Session today, reviewed aspects relating to the tax system. Also reviewed key infrastructure proj…"
Sat Sep 01 20:26:32 +0000 2018,"Modi-care takes off! The biggest health financing scheme in the world, offers an insurance cover of Rs 5 lakh, whic… https://t.co/ZTiYTg7VEI"
Sat Sep 01 20:24:44 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:23:58 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:22:55 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:22:36 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:21:02 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:20:53 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:18:33 +0000 2018,Modi's Ayushman Bharat is born through caesarean section https://t.co/l07RhI7957 via @economictimes
Sat Sep 01 20:16:58 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:16:54 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:16:17 +0000 2018,"RT @BharatHaryana: Baby Karishma of Karnal, Haryana arrives as the first claim beneficiary of Ayushman Bharat Scheme. Congrats to the proud…"
Sat Sep 01 20:15:31 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:11:51 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 20:11:24 +0000 2018,"RT @BharatHaryana: Baby Karishma of Karnal, Haryana arrives as the first claim beneficiary of Ayushman Bharat Scheme. Congrats to the proud…"
Sat Sep 01 20:10:04 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:08:55 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:06:50 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 20:00:47 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:59:43 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:57:07 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:56:58 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:56:57 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:56:13 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:52:34 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:49:25 +0000 2018,RT @ibhushan: https://t.co/uolwFN6ZpY Ayushman Bharat baby!
Sat Sep 01 19:47:28 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:47:13 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:42:57 +0000 2018,Modi's Ayushman Bharat is born through caesarean section - The Economic Times https://t.co/n0v6MRq8HZ
Sat Sep 01 19:41:18 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:39:12 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:37:46 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:35:18 +0000 2018,Ayushman Bharat to be focus of PM Modi's meet with BJP CMs https://t.co/pplkDRODgw
Sat Sep 01 19:35:11 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:34:41 +0000 2018,The first step of Ayushman Bharat starts with a caesarean section. No comments.  https://t.co/uNZb4LJpaX
Sat Sep 01 19:32:36 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:29:16 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:28:51 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:24:27 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:23:30 +0000 2018,RT @SureshNakhua: #ModiCare aka Ayushman Bharat is born through caesarean section - The Economic Times https://t.co/3NOznKQGlP
Sat Sep 01 19:22:30 +0000 2018,#ModiCare aka Ayushman Bharat is born through caesarean section - The Economic Times https://t.co/3NOznKQGlP
Sat Sep 01 19:21:42 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:21:02 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:21:01 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:20:48 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:20:30 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:20:06 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:19:06 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:16:49 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:14:32 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:11:37 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:11:33 +0000 2018,@dpradhanbjp @GeorgeParmar Sir we need ayushman bharat in odisha because I am cancer pecent and I treatment take out of state jai jagannath
Sat Sep 01 19:10:52 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:06:52 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:06:33 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:05:46 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:05:41 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:04:40 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:04:15 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:04:12 +0000 2018,Sir iam cancer pecent  because I want ayushman bharat i stay in out of state jai jagannath
Sat Sep 01 19:03:58 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 19:00:53 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 19:00:19 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:54:30 +0000 2018,"RT @BharatHaryana: Baby Karishma of Karnal, Haryana arrives as the first claim beneficiary of Ayushman Bharat Scheme. Congrats to the proud…"
Sat Sep 01 18:53:58 +0000 2018,Another tight slap on the face of opposition.@RahulGandhi @INCIndia @cpimspeak @samajwadiparty @yadavakhilesh… https://t.co/vgCq7EIhnz
Sat Sep 01 18:53:33 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:53:32 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:52:48 +0000 2018,"RT @narendramodi: During the 28th PRAGATI Session today, reviewed aspects relating to the tax system. Also reviewed key infrastructure proj…"
Sat Sep 01 18:52:18 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:49:52 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:49:10 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:48:41 +0000 2018,"RT @BharatHaryana: Baby Karishma of Karnal, Haryana arrives as the first claim beneficiary of Ayushman Bharat Scheme. Congrats to the proud…"
Sat Sep 01 18:48:05 +0000 2018,"RT @Sootradhar: Arvind Kejriwal refuses to implement ""Ayushman Bharat Yojana"" unless it is renamed as ""Mukhya Mantri Yojana"". 

This is Gov…"
Sat Sep 01 18:48:00 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:46:57 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:46:54 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:45:14 +0000 2018,RT @sanjay_gadiyar: #IndiaPostPaymentsBank #ENGvIND #SeemaRajaTrailer #SyeRaaNarasimhaReddy #IndVsPak #HBDKichchaSudeep #KichchaSudeepaFL #…
Sat Sep 01 18:44:16 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:43:12 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:40:29 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:40:18 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:40:04 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:38:35 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:38:19 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:37:59 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:37:24 +0000 2018,RT @ibhushan: https://t.co/uolwFN6ZpY Ayushman Bharat baby!
Sat Sep 01 18:35:56 +0000 2018,RT @AyushmanNHA: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:35:38 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:34:32 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:33:45 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:33:23 +0000 2018,RT @centerofright: First claim made on #AyushmanBharat - Great start to #ModiCare ⁦@narendramodi⁩ - Fittingly - it was on birth of a Girl C…
Sat Sep 01 18:33:18 +0000 2018,"RT @BharatHaryana: Baby Karishma of Karnal, Haryana arrives as the first claim beneficiary of Ayushman Bharat Scheme. Congrats to the proud…"
Sat Sep 01 18:32:59 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
Sat Sep 01 18:30:36 +0000 2018,RT @drdineshias: First claim raised under #AyushmanBharat. A baby girl is born through caesarean section at Kalpana Chawla Hospital in Hary…
